store_id,last_one_hour uptime,last_one_hour downtime,last_one_hour unit,last_one_day uptime,last_one_day downtime,last_one_day unit,last_one_week uptime,last_one_week downtime,last_one_week unit
2243645196147922938,0,0,minutes,0,0,hours,0,0,hours
8138753161225770962,0,0,minutes,0,0,hours,0,0,hours
4564476575467126467,0,0,minutes,0,0,hours,0,0,hours
2745405131043922955,0,0,minutes,0,0,hours,0,0,hours
367590061114712815,0,0,minutes,0,0,hours,0,0,hours
4392262532304212457,0,0,minutes,0,0,hours,0,0,hours
8204802052972909326,0,0,minutes,0,0,hours,0,0,hours
8260425251717833965,0,0,minutes,0,0,hours,0,0,hours
2723370672116413902,0,0,minutes,0,0,hours,0,0,hours
4328591465187020322,0,0,minutes,0,0,hours,0,0,hours
5013320822136552165,0,0,minutes,0,0,hours,0,0,hours
7315424696798227151,0,0,minutes,0,0,hours,0,0,hours
84556309993044773,0,0,minutes,0,0,hours,0,0,hours
5501223155082294021,0,0,minutes,0,0,hours,0,0,hours
7082578511700830448,0,0,minutes,0,0,hours,0,0,hours
3735062644644951598,0,0,minutes,0,0,hours,0,0,hours
6885055584095593568,0,0,minutes,0,0,hours,0,0,hours
2739506591976043860,0,0,minutes,0,0,hours,0,0,hours
7570269368745353854,0,0,minutes,0,0,hours,0,0,hours
3880151045864708269,0,0,minutes,0,0,hours,0,0,hours
3904969617592740705,0,0,minutes,0,0,hours,0,0,hours
6293447473718103019,0,0,minutes,0,0,hours,0,0,hours
9093184199664355954,0,0,minutes,0,0,hours,0,0,hours
3639357247132139641,0,0,minutes,0,0,hours,0,0,hours
4452511061815625182,0,0,minutes,0,0,hours,0,0,hours
4302876854415357898,0,0,minutes,0,0,hours,0,0,hours
9187547007090535526,0,0,minutes,0,0,hours,0,0,hours
6102129618872858606,0,0,minutes,0,0,hours,0,0,hours
6828664592648566966,0,0,minutes,0,0,hours,0,0,hours
4294796976390641784,0,0,minutes,0,0,hours,0,0,hours
2799412755942795518,0,0,minutes,0,0,hours,0,0,hours
5228523973235102150,0,0,minutes,0,0,hours,0,0,hours
7787233413436356353,0,0,minutes,0,0,hours,0,0,hours
8767068586059881204,0,0,minutes,0,0,hours,0,0,hours
6047205650421415000,0,0,minutes,0,0,hours,0,0,hours
1653546505509885456,0,0,minutes,0,0,hours,0,0,hours
2435196420942917349,0,0,minutes,0,0,hours,0,0,hours
2357757371120531929,0,0,minutes,0,0,hours,0,0,hours
404347378606512385,0,0,minutes,0,0,hours,0,0,hours
7920342993186169703,0,0,minutes,0,0,hours,0,0,hours
1749934803604450894,0,0,minutes,0,0,hours,0,0,hours
4683660238197535839,0,0,minutes,0,0,hours,0,0,hours
590843890890025127,0,0,minutes,0,0,hours,0,0,hours
8518420877315551053,0,0,minutes,0,0,hours,0,0,hours
8174582901236810236,0,0,minutes,0,0,hours,0,0,hours
1247679670163222814,0,0,minutes,0,0,hours,0,0,hours
2093459406570130080,0,0,minutes,0,0,hours,0,0,hours
6552433352624117779,0,0,minutes,0,0,hours,0,0,hours
5128069222245972936,0,0,minutes,0,0,hours,0,0,hours
5617147641233795296,0,0,minutes,0,0,hours,0,0,hours
2328922577549224385,0,0,minutes,0,0,hours,0,0,hours
8902299702965892833,0,0,minutes,0,0,hours,0,0,hours
5772275248460011564,0,0,minutes,0,0,hours,0,0,hours
7709672704889672140,0,0,minutes,0,0,hours,0,0,hours
1568938491008399136,0,0,minutes,0,0,hours,0,0,hours
7598275831951085035,0,0,minutes,0,0,hours,0,0,hours
5484740482186213372,0,0,minutes,0,0,hours,0,0,hours
4270744069660276008,0,0,minutes,0,0,hours,0,0,hours
5934756706876462824,0,0,minutes,0,0,hours,0,0,hours
5332269489088543854,0,0,minutes,0,0,hours,0,0,hours
2821716218327194996,0,0,minutes,0,0,hours,0,0,hours
2141385027021675889,0,0,minutes,0,0,hours,0,0,hours
2107845511883729045,0,0,minutes,0,0,hours,0,0,hours
5645218418215070857,0,0,minutes,0,0,hours,0,0,hours
3121383547391132887,0,0,minutes,0,0,hours,0,0,hours
8470714152989033556,0,0,minutes,0,0,hours,0,0,hours
1142217956989272744,0,0,minutes,0,0,hours,0,0,hours
6940297665890606054,0,0,minutes,0,0,hours,0,0,hours
4378492065940312953,0,0,minutes,0,0,hours,0,0,hours
4668147078195147229,0,0,minutes,0,0,hours,0,0,hours
1265586619698561267,0,0,minutes,0,0,hours,0,0,hours
4108771977457241007,0,0,minutes,0,0,hours,0,0,hours
442221075012068131,0,0,minutes,0,0,hours,0,0,hours
1133297841839630705,0,0,minutes,0,0,hours,0,0,hours
4393726559807507255,0,0,minutes,0,0,hours,0,0,hours
2570503046636429378,0,0,minutes,0,0,hours,0,0,hours
2741813902405087050,0,0,minutes,0,0,hours,0,0,hours
114275044024650773,0,0,minutes,0,0,hours,0,0,hours
3430291845684286642,0,0,minutes,0,0,hours,0,0,hours
2789835417512749936,0,0,minutes,0,0,hours,0,0,hours
6561574537151816086,0,0,minutes,0,0,hours,0,0,hours
96562112022963516,0,0,minutes,0,0,hours,0,0,hours
7535412366097548723,0,0,minutes,0,0,hours,0,0,hours
3587665864946240964,0,0,minutes,0,0,hours,0,0,hours
2601623541509400542,0,0,minutes,0,0,hours,0,0,hours
7516542846385307227,0,0,minutes,0,0,hours,0,0,hours
3510851156832069763,0,0,minutes,0,0,hours,0,0,hours
7735253880009557608,0,0,minutes,0,0,hours,0,0,hours
4624725758261783243,0,0,minutes,0,0,hours,0,0,hours
3261499711683468740,0,0,minutes,0,0,hours,0,0,hours
891329511295269720,0,0,minutes,0,0,hours,0,0,hours
8395278100631560761,0,0,minutes,0,0,hours,0,0,hours
2543361499493856526,0,0,minutes,0,0,hours,0,0,hours
1352067438971867278,0,0,minutes,0,0,hours,0,0,hours
8158574425503693718,0,0,minutes,0,0,hours,0,0,hours
978662904734234369,0,0,minutes,0,0,hours,0,0,hours
8284419975823451193,0,0,minutes,0,0,hours,0,0,hours
4568804477775278696,0,0,minutes,0,0,hours,0,0,hours
3334018861623947597,0,0,minutes,0,0,hours,0,0,hours
5869359793550600766,0,0,minutes,0,0,hours,0,0,hours
3967308403807969669,0,0,minutes,0,0,hours,0,0,hours
7915689110941151310,0,0,minutes,0,0,hours,0,0,hours
